location,Company,Model,ModelType,Year,Kms,Fuel,Transmission,Color,No_of_owner,RTO,Insurance,Price
"Kalyan, Thane, Maharashtra",Mercedes-Benz,SL-Class,SL 350,2008,"58,696 km",Petrol,Automatic,White,1st,MH,No Insurance,"₹ 15,00,000"
"Sahakar Colony, Pune, Maharashtra",Maruti Suzuki,Swift Dzire,VDI,2013,"82,500 km",Diesel,Manual,Champagne,1st,MH,Comprehensive,"₹ 5,25,000"
"Kharadi, Pune, Maharashtra",Chevrolet,Beat,2010-2013 Diesel LT,2013,"110,000 km",Diesel,Manual,Green,1st,MH,Third Party,"₹ 1,99,000"
"Juhu Tara Road, Mumbai, Maharashtra",Toyota,Innova,2012-2013 2.5 VX (Diesel) 8 Seater BS IV,2013,"89,000 km",Diesel,Manual,Grey,1st,MH,Comprehensive,"₹ 8,00,000"
"Juhu Tara Road, Mumbai, Maharashtra",Maruti Suzuki,Ertiga,SHVS VDI Limited Edition,2016,"44,000 km",Diesel,Manual,Grey,1st,MH,Comprehensive,"₹ 7,10,000"
"Mahalakshmi, Mumbai, Maharashtra",BMW,5 Series,530i,2017,"22,000 km",Petrol,Manual,Blue,1st,MH,Comprehensive,"₹ 43,75,000"
"Millat Nagar, Bhiwandi, Maharashtra",Maruti Suzuki,Swift Dzire Tour,LDI,2017,"99,000 km",Diesel,Manual,White,1st,MH,Third Party,"₹ 3,35,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Juhu Tara Road, Mumbai, Maharashtra",Honda,WR-V,i-DTEC VX,2020,"8,000 km",Diesel,Manual,Brown,1st,MH,Comprehensive,"₹ 9,80,000"
"Viman Nagar, Pune, Maharashtra",Chevrolet,Aveo U-VA,1.2 LS,2009,"96,000 km",CNG & Hybrids,Manual,Black,1st,MH,Comprehensive,"₹ 1,49,999"
"Nandanvan, Nagpur, Maharashtra",Maruti Suzuki,Vitara Brezza,ZDi Plus,2016,"92,000 km",Diesel,Manual,Red,Not Available,MH,Comprehensive,"₹ 7,70,000"
"Yewlekar Mala, Nashik, Maharashtra",Maruti Suzuki,Swift,VDI BS IV,2009,"87,000 km",Diesel,Manual,White,2nd,MH,No Insurance,"₹ 2,71,000"
"Dahisar East, Mumbai, Maharashtra",Mercedes-Benz,CLS-Class,250 CDI,2011,"81,000 km",Diesel,Automatic,White,2nd,MH,Comprehensive,"₹ 7,25,000"
"Nandanvan, Nagpur, Maharashtra",Mahindra,Scorpio,S10,2015,"84,000 km",Diesel,Manual,White,1st,MH,Comprehensive,"₹ 9,70,000"
"Bhiwandi Nizampur, Bhiwandi, Maharashtra",Tata,Indigo Ecs,Others,2017,"225,000 km",CNG & Hybrids,Manual,Not Available,2nd,Not Available,Not Available,"₹ 1,20,000"
"Vikhroli West, Mumbai, Maharashtra",Honda,Amaze,VX i-VTEC,2019,"9,999 km",Petrol,Manual,Silver,1st,Not Available,Comprehensive,"₹ 7,50,000"
"Khadki, Pune, Maharashtra",Honda,City,2014-2015 i DTEC VX,2014,"123,000 km",Diesel,Manual,Silver,2nd,MH,Comprehensive,"₹ 5,65,000"
"Trishul Housing Society, Sasvad, Maharashtra",Mahindra,Willys,Others,1973,"75,000 km",Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 3,75,000"
"Ram Nagar, Chandrapur, Maharashtra",Datsun,RediGO,1.0 Limited Edition 2018,2018,"65,000 km",Petrol,Manual,Red,1st,MH,Comprehensive,"₹ 2,80,000"
"Lower Parel, Mumbai, Maharashtra",Mahindra,XUV500,2011-2015 W6 2WD,2014,"62,000 km",Diesel,Manual,Silver,1st,MH,No Insurance,"₹ 6,45,000"
"Andheri East, Mumbai, Maharashtra",Mahindra,Scorpio,2002-2013 M2DI,2011,"85,000 km",Diesel,Manual,White,1st,MH,Comprehensive,"₹ 4,50,000"
"Thane West, Thane, Maharashtra",Isuzu,MU-X,4X2,2017,"40,000 km",Diesel,Automatic,White,1st,MH,Comprehensive,"₹ 22,50,000"
"Sion West, Mumbai, Maharashtra",Tata,Safari,DICOR 2.2 EX 4x2,2010,"70,000 km",Diesel,Manual,Black,2nd,MH,No Insurance,"₹ 2,40,000"
"Kalyan, Thane, Maharashtra",Maruti Suzuki,Wagon R,VXI,2015,"45,760 km",Petrol,Manual,White,1st,MH,Comprehensive,"₹ 3,75,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Nandur Naka, Nashik, Maharashtra",Maruti Suzuki,Wagon R,VXI AMT,2016,"60,000 km",Petrol,Automatic,Brown,1st,MH,Third Party,"₹ 3,90,000"
"Indira Nagar, Nashik, Maharashtra",Maruti Suzuki,Ertiga,ZDI,2014,"94,000 km",Diesel,Manual,White,1st,MH,Third Party,"₹ 7,55,000"
"Pimple Saudagar, Pune, Maharashtra",Honda,Amaze,1.5 SMT I DTEC,2013,"94,356 km",Diesel,Manual,Silver,1st,MH,Comprehensive,"₹ 3,95,000"
"Juhu Tara Road, Mumbai, Maharashtra",Hyundai,Verna,2011-2014 1.6 CRDI,2011,"62,000 km",Diesel,Manual,White,1st,MH,Third Party,"₹ 2,69,000"
"Mulund West, Mumbai, Maharashtra",Hyundai,Others,Not Available,2021,1 km,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 4,25,000"
"Kharadi, Pune, Maharashtra",BMW,5 Series,530i Sedan,2008,"97,000 km",Petrol,Automatic,Silver,1st,MH,No Insurance,"₹ 8,75,000"
"Kanjurmarg West, Mumbai, Maharashtra",Renault,KWID,Not Available,2016,"40,000 km",CNG & Hybrids,Manual,Brown,1st,MH,Comprehensive,"₹ 2,99,000"
"Vithalwadi, Thane, Maharashtra",Maruti Suzuki,Celerio,2014-2017 ZDi,2016,"84,000 km",Diesel,Manual,Silver,1st,MH,Not Available,"₹ 4,45,000"
"Lower Parel, Mumbai, Maharashtra",Datsun,GO Plus,T,2017,"22,100 km",Petrol,Manual,Bordeaux/Maroon,1st,MH,No Insurance,"₹ 3,40,000"
"Nandanvan, Nagpur, Maharashtra",Maruti Suzuki,Swift,Not Available,2012,"65,000 km",Diesel,Manual,White,2nd,Not Available,Comprehensive,"₹ 3,90,000"
"Nandanvan, Nagpur, Maharashtra",Mahindra,Scorpio,S2,2015,"75,000 km",Diesel,Manual,White,Not Available,MH,Comprehensive,"₹ 8,50,000"
"Ghatkopar West, Mumbai, Maharashtra",BMW,X1,sDrive20d(H),2014,"78,000 km",Diesel,Automatic,Silver,1st,MH,Comprehensive,"₹ 11,99,999"
"Chembur, Mumbai, Maharashtra",Toyota,Etios,1.5 V,2012,"37,800 km",Petrol,Manual,Blue,1st,MH,Comprehensive,"₹ 3,60,000"
"Teen Hath Naka, Thane, Maharashtra",Maruti Suzuki,Wagon R 1.0,Wagon R 1.0 LXi CNG,2015,"149,000 km",Petrol,Manual,Brown,1st,MH,Comprehensive,"₹ 3,35,000"
"Sion West, Mumbai, Maharashtra",BMW,5 Series,520d,2013,"82,000 km",Diesel,Automatic,White,1st,MH,No Insurance,"₹ 15,50,000"
"Govind Nagar, Nashik, Maharashtra",Tata,Manza,Club Class Quadrajet90 VX,2012,"74,600 km",Diesel,Manual,Bordeaux/Maroon,1st,MH,Comprehensive,"₹ 3,25,000"
"Goregaon West, Mumbai, Maharashtra",Maruti Suzuki,Wagon R,VXI AMT Opt 1.2,2019,"24,000 km",Petrol,Automatic,Blue,1st,MH,Comprehensive,"₹ 5,85,000"
"Vasant Vihar, Thane, Maharashtra",Nissan,Micra,2012-2017 XV CVT,2015,"12,218 km",Petrol,Manual,White,1st,MH,No Insurance,"₹ 4,35,000"
"Ganga Bai Ghat Chowk, Nagpur, Maharashtra",Chevrolet,Tavera,Not Available,2008,"87,000 km",Diesel,Manual,Black,3rd,MH,No Insurance,"₹ 2,75,000"
"Amanora, Pune, Maharashtra",Skoda,Rapid,1.5 TDI Style/1.5 TDI AT Style,2016,"37,000 km",Diesel,Automatic,Gold,2nd,MH,Comprehensive,"₹ 7,75,000"
"Borivali West, Mumbai, Maharashtra",Hyundai,Creta,1.6 CRDi SX,2017,"67,499 km",Diesel,Manual,Silver,1st,MH,Comprehensive,"₹ 11,50,000"
"Fort, Mumbai, Maharashtra",Audi,A4,2008-2014 New 2.0 TDI Multitronic,2011,"64,000 km",Diesel,Automatic,White,1st,MH,Comprehensive,"₹ 9,25,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Juhu Tara Road, Mumbai, Maharashtra",Maruti Suzuki,Ciaz,2014-2017 VDi Plus SHVS,2017,"44,000 km",Diesel,Manual,White,1st,MH,Comprehensive,"₹ 7,91,000"
"Kurla West, Mumbai, Maharashtra",Maruti Suzuki,S-Presso,LXI,2021,365 km,CNG & Hybrids,Manual,Other,1st,MH,Zero Dep,"₹ 70,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Yewlekar Mala, Nashik, Maharashtra",Maruti Suzuki,Ciaz,1.3 Delta,2018,"36,000 km",Diesel,Manual,Grey,1st,MH,No Insurance,"₹ 9,25,000"
"Dadar East, Mumbai, Maharashtra",Tata,Safari,4x2 VX DICOR BS-III,2008,"102,000 km",Diesel,Manual,Gold,1st,MH,Comprehensive,"₹ 2,61,000"
"Vishrant Wadi, Pune, Maharashtra",Toyota,Corolla Altis,1.8 G,2009,"72,000 km",Petrol,Manual,Grey,2nd,MH,Third Party,"₹ 2,75,000"
"Juhu Tara Road, Mumbai, Maharashtra",Kia,Seltos,HTK Plus D,2020,"8,000 km",Diesel,Manual,Red,1st,MH,Zero Dep,"₹ 12,50,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Rutu Park, Thane, Maharashtra",Maruti Suzuki,Vitara Brezza,ZDi Plus,2018,"35,000 km",Diesel,Manual,Red,1st,MH,Comprehensive,"₹ 9,95,000"
"Mahim, Mumbai, Maharashtra",Toyota,Qualis,Not Available,2002,"353,000 km",Diesel,Manual,Brown,2nd,MH,No Insurance,"₹ 1,70,000"
"Asade N V, Thane, Maharashtra",Hyundai,i10,Era,2013,"27,000 km",Petrol,Manual,Grey,1st,MH,Comprehensive,"₹ 2,85,000"
"Swargate, Pune, Maharashtra",Tata,Nano GenX,XT,2016,"43,000 km",Petrol,Manual,White,1st,MH,Not Available,"₹ 1,55,000"
"Gandhi Bagh, Nagpur, Maharashtra",Honda,City,Not Available,2008,"88,254 km",Petrol,Manual,Black,2nd,MH,No Insurance,"₹ 1,50,000"
"Vile Parle East, Mumbai, Maharashtra",Hyundai,Creta,1.6 E Plus,2017,"13,000 km",Petrol,Manual,Bordeaux/Maroon,1st,MH,Comprehensive,"₹ 9,25,000"
"Magarpatta City, Pune, Maharashtra",Mahindra,KUV 100,K8 5Str,2018,"61,000 km",CNG & Hybrids,Manual,White,1st,MH,Comprehensive,"₹ 4,00,000"
"Kasarwadi, Pune, Maharashtra",Maruti Suzuki,Ertiga,VDI,2013,"200,543 km",Diesel,Manual,White,1st,MH,Third Party,"₹ 6,00,000"
"Borivali East, Mumbai, Maharashtra",Honda,City,2014-2015 i DTEC SV,2014,"45,000 km",Diesel,Manual,Black,1st,MH,Comprehensive,"₹ 5,55,555"
"Pashan, Pune, Maharashtra",Maruti Suzuki,Swift Dzire,VXI,2018,"57,508 km",Petrol,Manual,Gold,1st,MH,Comprehensive,"₹ 6,40,000"
"Tunga Village, Mumbai, Maharashtra",Maruti Suzuki,Alto 800,LXI,2012,"32,098 km",Petrol,Manual,Not Available,Not Available,MH,Not Available,"₹ 2,30,000"
"Mulund West, Mumbai, Maharashtra",Maruti Suzuki,Celerio,CNG VXI MT,2016,"68,000 km",CNG & Hybrids,Manual,Grey,1st,MH,No Insurance,"₹ 4,90,000"
"Borivali East, Mumbai, Maharashtra",Mercedes-Benz,Cls,Others,2010,"75,000 km",Diesel,Automatic,Silver,1st,MH,Comprehensive,"₹ 7,50,000"
"Jaripatka, Nagpur, Maharashtra",Honda,Civic,1.8 V MT,2010,"77,000 km",Petrol,Manual,Silver,1st,MH,No Insurance,"₹ 2,80,000"
"Andheri East, Mumbai, Maharashtra",Mahindra,TUV 300,T10,2018,"20,000 km",Diesel,Manual,Silver,1st,MH,Comprehensive,"₹ 8,65,000"
"Dahisar East, Mumbai, Maharashtra",Honda,City,2008-2011 1.5 S AT,2009,"87,000 km",Petrol,Manual,Red,2nd,MH,Third Party,"₹ 1,99,000"
"Dahisar East, Mumbai, Maharashtra",Honda,City,2014-2015 i DTEC VX Option,2014,"85,000 km",Diesel,Manual,Silver,1st,MH,Comprehensive,"₹ 5,35,000"
"Andheri East, Mumbai, Maharashtra",Jeep,Compass,2.0 Limited,2017,"47,000 km",Diesel,Manual,White,1st,MH,Comprehensive,"₹ 15,85,000"
"Dahisar East, Mumbai, Maharashtra",Hyundai,i20,1.4 Magna AT,2010,"75,000 km",Petrol,Manual,White,1st,MH,Third Party,"₹ 1,95,000"
"Goregaon West, Mumbai, Maharashtra",Honda,City,i-VTEC CVT VX,2016,"53,000 km",Petrol,Automatic,Red,1st,MH,Comprehensive,"₹ 8,35,000"
"Kharab Bk, Akola, Maharashtra",Maruti Suzuki,Ertiga,2012-2015 VDI,2012,21 km,Diesel,Manual,Not Available,2nd,Not Available,Not Available,"₹ 4,50,000"
"Nayapura, Malegaon, Maharashtra",Maruti Suzuki,Zen,AT,1997,"79,000 km",CNG & Hybrids,Manual,Not Available,3rd,Not Available,Not Available,"₹ 44,999"
"Kailash Nagar, Amravati, Maharashtra",Maruti Suzuki,Swift,DDiS VDI,2019,"50,000 km",Diesel,Manual,Not Available,1st,Not Available,Not Available,"₹ 7,50,000"
"Wiki Kamgar Colony, Nashik, Maharashtra",Maruti Suzuki,Wagon R,Not Available,2013,"60,000 km",Petrol,Manual,Grey,1st,Not Available,Not Available,"₹ 3,20,000"
"Sai Vihar, Gondiya, Maharashtra",Nissan,Micra,2010-2012 Diesel,2011,"97,000 km",Diesel,Manual,Not Available,3rd,Not Available,Not Available,"₹ 2,60,000"
"Thane Belapur Road, Thane, Maharashtra",Audi,A6,35 TDI,2007,"62,000 km",Diesel,Automatic,Blue,3rd,MH,No Insurance,"₹ 5,49,000"
"Kalyan, Thane, Maharashtra",Maruti Suzuki,Swift Dzire,VXI,2016,"40,000 km",Petrol,Manual,Grey,1st,MN,Comprehensive,"₹ 5,55,000"
"Virar East, Mumbai, Maharashtra",Maruti Suzuki,Swift Dzire,VDI,2014,"88,000 km",Diesel,Manual,Grey,1st,MH,Comprehensive,"₹ 5,11,111"
"Mahim, Mumbai, Maharashtra",Maruti Suzuki,Alto,LX CNG,2021,123 km,CNG & Hybrids,Manual,Other,1st,MH,Zero Dep,"₹ 40,000"
"Bajaj Nagar, Nagpur, Maharashtra",Chevrolet,Cruze,2014-2016 LTZ,2014,"72,000 km",Diesel,Manual,White,3rd,MH,No Insurance,"₹ 4,79,000"
"Swatantrya Sainik Nagar, Pune, Maharashtra",Maruti Suzuki,Swift,VVT VXI,2014,"62,000 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 3,99,000"
"Matunga Road, Mumbai, Maharashtra",Nissan,Sunny,Diesel XV,2012,"119,120 km",Diesel,Manual,Blue,2nd,MH,Comprehensive,"₹ 3,25,000"
"Yewlekar Mala, Nashik, Maharashtra",Ford,Fiesta,1.5 TDCi Ambiente,2011,"115,000 km",Diesel,Manual,Silver,1st,MH,No Insurance,"₹ 2,75,000"
"Viman Nagar, Pune, Maharashtra",Volkswagen,Polo,2009-2013 Diesel Highline 1.2L,2010,"72,000 km",Diesel,Manual,Silver,2nd,MH,Comprehensive,"₹ 2,94,999"
"Thane West, Thane, Maharashtra",Mahindra,Scorpio,2006-2009 M2DI,2009,"149,000 km",Diesel,Manual,White,2nd,MH,Third Party,"₹ 3,35,000"
"Goregaon West, Mumbai, Maharashtra",Maruti Suzuki,Celerio,Others,2021,123 km,CNG & Hybrids,Manual,Other,1st,MH,Zero Dep,"₹ 30,000"
"Thane West, Thane, Maharashtra",Maruti Suzuki,Zen Estilo,LXI Green (CNG),2008,"76,000 km",CNG & Hybrids,Manual,Red,3rd,MH,Not Available,"₹ 1,25,000"
"Kasarwadi, Pune, Maharashtra",Honda,Amaze,2013-2016 EX i-Dtech,2014,"92,000 km",Diesel,Manual,Silver,1st,MH,Comprehensive,"₹ 4,45,000"
"Vashi, Navi Mumbai, Maharashtra",Toyota,Fortuner,2.8 2WD MT,2017,"65,545 km",Diesel,Manual,Brown,1st,MH,Comprehensive,"₹ 24,55,000"
"Vasai East, Mumbai, Maharashtra",Maruti Suzuki,Ciaz,2014-2017 VDi,2015,"76,739 km",Diesel,Manual,Black,1st,MH,Comprehensive,"₹ 5,35,000"
"Ghatkopar West, Mumbai, Maharashtra",Maruti Suzuki,Swift Dzire,VDI,2014,"88,000 km",Diesel,Manual,Grey,1st,MH,Comprehensive,"₹ 5,11,111"
"Chembur, Mumbai, Maharashtra",Hyundai,i20,1.2 Magna Executive,2020,1 km,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"₹ 1,15,000"
"Late JK Rajendra Chovhan Chowk, Nashik, Maharashtra",Maruti Suzuki,Swift,VDI,2014,"96,000 km",Diesel,Manual,White,1st,MH,No Insurance,"₹ 5,55,000"
"Ganga Bai Ghat Chowk, Nagpur, Maharashtra",Maruti Suzuki,SX4,ZXi,2010,"51,000 km",Petrol,Manual,White,1st,Not Available,Comprehensive,"₹ 2,51,000"
"Andheri West, Mumbai, Maharashtra",Maruti Suzuki,S Cross,Zeta DDiS 200 SH,2018,"41,000 km",Diesel,Manual,Brown,1st,MH,No Insurance,"₹ 9,25,000"
"Late JK Rajendra Chovhan Chowk, Nashik, Maharashtra",Honda,City,i-DTEC V,2014,"65,000 km",Diesel,Manual,Grey,2nd,MH,Comprehensive,"₹ 5,51,000"
"Ganga Bai Ghat Chowk, Nagpur, Maharashtra",Hyundai,i10,Magna,2011,"47,000 km",Petrol,Manual,Red,3rd,MH,Third Party,"₹ 2,25,000"
"Thane West, Thane, Maharashtra",Mahindra,Scorpio,2006-2009 DX 2.6 Turbo 8 Str,2006,"136,700 km",Diesel,Manual,Green,1st,MH,Not Available,"₹ 1,95,000"
"Vashi, Navi Mumbai, Maharashtra",Honda,Jazz,V CVT,2015,"50,000 km",Petrol,Automatic,Brown,1st,MH,No Insurance,"₹ 6,10,786"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Andheri East, Mumbai, Maharashtra",Datsun,RediGO,1.0 Limited Edition 2018,2018,"31,000 km",Petrol,Manual,Grey,1st,MH,Comprehensive,"₹ 2,75,000"
"Andheri West, Mumbai, Maharashtra",Audi,Q3,30 TDI Premium FWD,2018,"39,401 km",Petrol,Automatic,Blue,1st,MH,No Insurance,"₹ 26,75,000"
"Kalyan, Thane, Maharashtra",Maruti Suzuki,Swift,VDI,2012,"74,000 km",Diesel,Manual,Red,1st,MH,No Insurance,"₹ 3,75,000"
"Mumbai Naka, Nashik, Maharashtra",Honda,WR-V,i-DTEC VX,2018,"55,000 km",Diesel,Manual,Other,1st,MH,Comprehensive,"₹ 9,50,000"
"Ghatkopar West, Mumbai, Maharashtra",Maruti Suzuki,Swift Dzire,VXI,2021,123 km,Petrol,Manual,Other,1st,MH,Zero Dep,"₹ 21,000"
"Borivali West, Mumbai, Maharashtra",Mahindra,TUV 300,T10 AMT,2018,"34,000 km",Diesel,Automatic,Silver,1st,MH,Comprehensive,"₹ 8,75,000"
"Vashi, Navi Mumbai, Maharashtra",Toyota,Innova Crysta,2.4 GX MT,2018,"39,000 km",Diesel,Manual,Grey,1st,MH,Comprehensive,"₹ 17,50,000"
"Manjari, Pune, Maharashtra",Tata,Tiago,1.05 Revotorq XM Option,2017,"41,000 km",Diesel,Manual,Brown,1st,MH,Comprehensive,"₹ 4,75,000"
"Dhayri, Pune, Maharashtra",Maruti Suzuki,Wagon R 1.0,Wagon R 1.0 LXi CNG,2017,"98,000 km",CNG & Hybrids,Manual,Not Available,1st,Not Available,Comprehensive,"₹ 4,35,000"
"Andheri East, Mumbai, Maharashtra",Toyota,Innova,2.5 G (Diesel) 8 - Seater,2011,"184,083 km",Diesel,Manual,White,2nd,MH,No Insurance,"₹ 5,45,000"
"Aundh, Pune, Maharashtra",Volkswagen,Polo,1.2 MPI Highline,2010,"78,500 km",Petrol,Manual,White,2nd,MH,Comprehensive,"₹ 2,85,000"
"Padmadarshan Society Satara Road, Pune, Maharashtra",Maruti Suzuki,Eeco,7 Seater Standard,2014,"86,000 km",Petrol,Manual,Blue,2nd,MH,Third Party,"₹ 2,99,000"
"Chembur, Mumbai, Maharashtra",Maruti Suzuki,Alto,LXi,2021,123 km,CNG & Hybrids,Manual,Other,1st,MH,Zero Dep,"₹ 15,000"
"Ghatkopar West, Mumbai, Maharashtra",Maruti Suzuki,Alto 800,LXI,2021,12 km,CNG & Hybrids,Manual,Other,1st,MH,Zero Dep,"₹ 30,000"
"Mahim, Mumbai, Maharashtra",Maruti Suzuki,Celerio,Others,2021,123 km,CNG & Hybrids,Manual,Other,1st,MH,Zero Dep,"₹ 15,000"
"Senapati Bapat Road, Pune, Maharashtra",Toyota,Land Cruiser,VX Premium,2009,"86,000 km",Diesel,Automatic,Silver,3rd,PY,Not Available,"₹ 45,00,000"
"Chawani, Nagpur, Maharashtra",Mitsubishi,Pajero,2002-2012 2.8 SFX BSIV Dual Tone,2008,"135,000 km",Diesel,Manual,Blue,2nd,MH,Third Party,"₹ 5,95,000"
"Padmadarshan Society Satara Road, Pune, Maharashtra",Renault,KWID,1.0 RXT,2017,"58,000 km",CNG & Hybrids,Manual,Bordeaux/Maroon,1st,MH,Third Party,"₹ 3,49,000"
"Bhandup East, Mumbai, Maharashtra",Toyota,Innova,2.5 G (Diesel) 8 Seater,2015,"145,000 km",Diesel,Manual,Gold,1st,MH,No Insurance,"₹ 10,45,000"
"Patrakar Nagar, Sangli (-Miraj), Maharashtra",Mahindra,Bolero,SLX,2011,"67,000 km",Diesel,Manual,White,2nd,MH,No Insurance,"₹ 5,00,000"
"Andheri East, Mumbai, Maharashtra",Volkswagen,Vento,2013-2015 2013-2015 1.6 Comfortline,2015,"52,000 km",Petrol,Manual,Brown,2nd,MH,Third Party,"₹ 4,95,000"
"Sapta Shrungi Nagar, Nashik, Maharashtra",Maruti Suzuki,Alto 800,2012-2016 LXI,2015,"35,370 km",Petrol,Manual,Not Available,1st,Not Available,Not Available,"₹ 2,65,000"
"Bandra West, Mumbai, Maharashtra",Honda,Brio,2013-2016 VX,2015,"28,800 km",Petrol,Manual,Red,1st,MH,Comprehensive,"₹ 3,95,000"
"Senapati Bapat Road, Pune, Maharashtra",Hyundai,Verna,CRDi 1.6 SX,2017,"10,000 km",Petrol,Manual,White,1st,MH,Not Available,"₹ 8,50,000"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"Wadavali Village, Mumbai, Maharashtra",Chevrolet,Spark,1.0 LS,2009,"41,000 km",Petrol,Manual,Bordeaux/Maroon,2nd,MH,Comprehensive,"₹ 1,45,000"
"Ganga Bai Ghat Chowk, Nagpur, Maharashtra",Honda,Jazz,Not Available,2016,"61,000 km",Diesel,Manual,Bordeaux/Maroon,1st,MH,Comprehensive,"₹ 5,75,000"
"Kalyan, Thane, Maharashtra",Maruti Suzuki,Ciaz,Others,2019,"19,392 km",Petrol,Automatic,Grey,1st,MH,Third Party,"₹ 9,75,000"
"Kalyan, Thane, Maharashtra",Maruti Suzuki,Swift,VDI,2018,"35,102 km",Diesel,Manual,White,1st,MH,Zero Dep,"₹ 7,15,000"
"Lower Parel, Mumbai, Maharashtra",Honda,BR-V,i-DTEC VX MT,2016,"42,000 km",Diesel,Manual,White,1st,MH,No Insurance,"₹ 8,70,000"
"Kalyan, Thane, Maharashtra",Hyundai,Creta,1.6 SX Plus,2016,"28,658 km",Petrol,Manual,Red,1st,MH,Third Party,"₹ 9,55,000"
"Kurla West, Mumbai, Maharashtra",Maruti Suzuki,Swift,VXI,2021,12 km,Petrol,Manual,Other,1st,MH,Zero Dep,"₹ 40,000"
"Shastri Nagar, Kolhapur, Maharashtra",Tata,Nano,2012-2015 LX,2013,"38,000 km",Petrol,Manual,White,1st,MH,Comprehensive,"₹ 1,45,000"
"Kalyan, Thane, Maharashtra",Mahindra,XUV300,W4 Diesel,2019,"46,886 km",Diesel,Manual,White,1st,MH,Comprehensive,"₹ 8,15,000"
"Andheri East, Mumbai, Maharashtra",Maruti Suzuki,Swift Dzire,VXI,2008,"59,238 km",Petrol,Manual,Gold,1st,MH,No Insurance,"₹ 2,25,000"
"Dombivli, Thane, Maharashtra",Maruti Suzuki,Vitara Brezza,VDi,2016,"70,000 km",Diesel,Manual,White,1st,MH,Comprehensive,"₹ 7,20,000"
"Kalyan, Thane, Maharashtra",Toyota,Innova,2.5 GX (Diesel) 8 Seater,2013,"138,000 km",Diesel,Manual,Grey,1st,MH,Comprehensive,"₹ 7,75,000"
"Sadashiv Peth, Pune, Maharashtra",Hyundai,i20,2015-2017 Magna 1.2,2015,"61,000 km",Petrol,Manual,Grey,2nd,MH,Comprehensive,"₹ 4,50,000"
"Pawane Gaon, Navi Mumbai, Maharashtra",Maruti Suzuki,Celerio,2014-2017 VXI AT,2014,"66,000 km",Petrol,Automatic,Silver,1st,MH,Comprehensive,"₹ 4,00,000"
"Dahisar East, Mumbai, Maharashtra",Mahindra,Scorpio,2009-2014 M2DI,2011,"110,000 km",Diesel,Manual,Not Available,1st,MH,Not Available,"₹ 4,50,000"
"Kalyan, Thane, Maharashtra",Maruti Suzuki,Swift,VDI,2009,"55,000 km",Diesel,Manual,White,1st,MH,Comprehensive,"₹ 2,75,000"
"Kanjurmarg West, Mumbai, Maharashtra",Renault,KWID,1.0 RXT,2016,"40,000 km",Petrol,Manual,Grey,1st,MH,Comprehensive,"₹ 2,79,000"
"Wakad, Pune, Maharashtra",Maruti Suzuki,Wagon R 1.0,Wagon R 1.0 LXi CNG,2018,"79,000 km",CNG & Hybrids,Manual,White,2nd,Not Available,Third Party,"₹ 4,35,000"
"Chembur, Mumbai, Maharashtra",Toyota,Fortuner,2.8 2WD AT,2013,"98,145 km",Diesel,Automatic,Gold,2nd,MH,Comprehensive,"₹ 13,75,000"
"Chembur, Mumbai, Maharashtra",Maruti Suzuki,Swift Dzire,LDI,2015,"42,000 km",Diesel,Manual,White,1st,MH,Comprehensive,"₹ 5,50,000"
"Satara Road, Balajinagar, Pune, Maharashtra",Hyundai,i10,Sportz,2011,"89,000 km",Petrol,Manual,Red,1st,MH,No Insurance,"₹ 2,65,000"
"Hinjewadi Rajiv Gandhi Infotech Park Phase 4, Pune, Maharashtra",Maruti Suzuki,Baleno,Delta Automatic,2016,"34,000 km",Petrol,Automatic,Grey,1st,MH,Third Party,"₹ 5,95,000"
"Versova, Mumbai, Maharashtra",Toyota,Innova,2.5 G (Diesel) 7 Seater BS-IV,2007,"79,000 km",Diesel,Manual,Gold,1st,MH,Third Party,"₹ 3,65,000"
"Sadashiv Peth, Pune, Maharashtra",Ford,Figo,2010-2012 Diesel ZXI,2012,"59,000 km",Diesel,Manual,Grey,1st,MH,Comprehensive,"₹ 3,20,000"
"Vithalwadi, Thane, Maharashtra",Maruti Suzuki,Alto,LXi,2008,"40,000 km",Petrol,Manual,Silver,3rd,MH,Third Party,"₹ 90,000"
